review;Topic
The problem is the role of the characters in the film. Man to Man shows a British anthropologist kidnapping two pygmies and taking them to Scotland and then realising that they are not animals or subhumans but actually equal to himself. The problem is the role of the pygmies in the film - two people who are kidnapped, treated like animals, and yet given such a shallow, stereotypical role within the film... The kidnapper (british anthropologist) ends up being the hero of the film because he 'manages' to relate to the pygmies... No notion of how the two hostages feel, of their point of view, of their ordeal... I find it is a shallow film, with a one sided fundamentally racist view... it never manages to move away from the 'white mans' view,negative;Movie
"Life Begins - and ends - in a typical 1930's maternity / recovery ward, where we view 48 hours in the lives of several high risk pregnant women, played by Loretta Young, Glenda Farrell, Clara Blandick (Aunty Em???), Vivienne Osborne, Dorothy Tree, and Gloria Shea, as they await to give birth. While the film features plot devices which seem far fetched today when maternity wards are much more controlled and restricted, it does offer us a look back in time to see what giving birth in a typical city hospital in 1932 was like for our grandmothers and great-grandmothers. I found the film fascinating and exceptionally moving.<br /><br />Oddly enough, the most outstanding performance in this film comes from a male cast member, young Eric Linden as Jed Sutton, Grace's (Loretta Young) husband. What an actor! As a first time father, Jed is distraught and uneasy with hospital staff who seem to brush off his concerns about his wife as they might brush crumbs off a cafeteria table. I felt his every concern keenly. I'd like to see more of this actor's work. He had a very emotional voice, which was used to unforgettable effect in Gone With The Wind. In that film Eric played the young soldier whose leg was amputated without anesthesia, who screamed ""Don't cut! Don't cut!"" as Scarlett fled the hospital in horror. Chilling! Another great performance is from Aline MacMahon, who plays Miss Bowers, the nurse. Her character is a salt of the earth type, the kind of nurse we all hope to get for our hospital stays, who breaks the hospital rules constantly in order to show a more humane side of the medical profession.<br /><br />Loretta Young did another superb acting job here as well, a very authentic and deeply felt performance as Grace. My, she is great in these precodes, I've really grown to appreciate her more as an actress the last few months.<br /><br />Glenda Farrell played her role of a shrill unwed mother a little over the top for my taste (didn't anyone know back in 1932 that swigging brandy from a hot water bottle might be hazardous to unborn babies' health?) but her character redeems herself in the end.<br /><br />Also in the cast was an uncredited Gilbert Roland, silent movie star, as a grieving Italian husband. His screen time was brief, but notable.<br /><br />Life Begins is a must-see precode, try to catch it sometime on TCM, but remember to bring a few hankies to cry into. 9 out of 10.,positive";Movie
This is a great film. Touching and strong. The direction is without question breathless. Good work to the team. I feel so sorry for Marlene, By the grace of God go you or I,positive;Movie
I think the manuscript of this movie was written on the piece of toilet-paper. No respect whatsoever to many important details which intrinsically make the movie. For example, the names of some Serbian terrorists (that I remember) are Caradan Maldic, Ivanic Loyvek and Leo Hasse. What kind of names are that? Certainly not Serbian! By the way, Caradan Maldic!!! What a name, I laughed for days thinking about it. Probably an implication on Karadzic and Mladic. Secondly, there have never been any cases of terrorism done by Serbians. A journalist like the main character ought to have known that. Thirdly, the actors playing Serbian terrorists are not even Serbs nor do they speak Serbo-croatian. All this aside, this movie is solidly acted but the story is paper-thin and full of holes. At times it makes no sense whatsoever!!!,negative;Movie
*Criticism does mention spoilers*<br /><br />I rarely make user comments, but this is one movie I have no problem slandering. This movie stinks, and its mediocre of rating of 6 and a half stars is probably too high for such pulp. The Bone Collector is not at all the same calibre of film that Silence of the Lambs or Seven were, despite what its ad claims. This is a perfect example of how not to make a thriller. The pace of this movie was extremely slow- I actually left for about 10 minutes half-way through and came back at the exact scene with the exact same character with absolutely no progression (I refer to you the part where Angelina Jolie's character debates Denzel about cutting off a corpse' hands). The movie is not at all scary, but tries to compensate this with a love-subplot albeit sexy Angelina Jolie's character and Denzel Washington's. Of course, what you get is something comparable to that of the mentor-student relationship as seen in the brillian epic Silence of the Lambs with Hannibal Lecter and Starling, however, even this lacks all effectiveness and I was personally routing for the villain to kill Denzel off so as to avoid hackneyed giggles between the two. With such a crappy movie, I was half-expecting a plot-twist or some sort of spectacular situation to occur at the end to give the movie some credit- things that mediocre movies like Arlington Road and Scream pulled off. Anybody with a 4th grade education can see the ending how will be resolved ( a situation which mimicks Alfred Hitchcock's Rear Window). The cliche of having the killer explain his motives was uninspired enough, but the reason was so ridiculous and stupid it had me spewing latte over the screen. Esoterically speaking, I even think the murderer's intention was completely lost as Denzel happily recovers from his loss over the proverbial 'chess game' and gets with his pet project, Angelina.<br /><br />If you are a fan of movies with original ideas and genuinely dynamic concepts (like I am), you will not appreciate this film. If you have not attended a single movie in your life and would like to catch-up on every single Hollywood cliche ever borne (the late-night knock on the window from somebody else but the murderer, the ridiculous serial-killer to prime investigator relationship, the horrible 'woman trying to get by in an all-male dominated workforce aka SOTL) , see this movie....but even then its too slow-paced and you'd be bored.,negative;Movie
"Possible Spoilers, Perhaps. I must say that ""Cinderella II: Dreams Come True"" is one of the worst movies ever made. First of all, the movie was made during the height of Disney's sequel rampage. It was created around the same time as ""The Little Mermaid II,"" ""The Jungle Book II,"" and ""Peter Pan II,"" all of which were disservices to their original film classics. (Disney also made ""The Hunchback of Notre Dame II"" and ""Atlantis II,"" but I'm going to drop that topic because their original movies were never really classics in the first place."") Let me go ahead and say that I am an avid supporter of good Disney films, and I absolutely adore the original Disney ""Cinderella."" The sequel to ""Cinderella,"" however, was a waste of time. The character of Cinderella in the sequel was so very unlike the original girl that I grew up watching. In the original, Cinderella was kind and loving. The new Cinderella had very out-of-character moments with current-era phrasing like, ""I'm going to do this banquet my way!"" Let me also tell you that new Cinderella (as I have affectionately named her) says, ""Ewww!"" That is the anti-Cinderella. I try to find the best in people, but in the sequel, Anastasia, one of the stepsisters, is good! What the heck? Why? They made it all out to be like Lady Tremaine and Drizella are just horrible family members for poor little Anastasia. My question to the world: did the people at Disney watch the original ""Cinderella"" when making this sequel? Well, it surely doesn't seem so. If I remember correctly, Anastasia was just as abusive to Cinderella as Drizella and Lady Tremaine. I am all for redemption and forgiveness, but there was no point of redemption for Anastasia in this movie. In the first one, Anastasia was evil. In the second one, she is good. One just can't leave a story like this. I hope Disney realizes that this movie, among other movies, is shaming Walt Disney's name. Perhaps now that Michael Eisner is gone, things will start shaping up around the House of Mouse.,negative";Movie
"Hopefully the score has changed by now due to my brilliant and stunning review which persuades all of you to go and watch the film thereby creating an instant chorus of ""8""s, this movie's true score.<br /><br />As mentioned before Chris Rock is The King! Previous to going to see this movie I wasn't that over the top about him but now I'm banging on the doors of Chris Rock's website begging him to take me on as his protege. This film is truly funny, if you don't find this movie funny you REALLY need therapy and it's humour which targets all areas of society including race(predictably), class division, love, wealth, employment, dreams, stand up comedy... the list goes on.<br /><br />There was one slight disappointment for me however. This was that in going into this film I didn't realise that it was actually a remake of ""Heaven Can Wait"" another quite good movie made in 1971 with Warren Beatty. As such I was quite surprised when I watched this movie and suddenly the plot began to unravel to be distinctly similar to an older movie I had watched on TV a few weeks ago.. Regardless this movie is in my opinion the better version out of the two of them simply because of the different areas it covers and the fact that Chris Rock is funnier than Warren Beatty any second of any day of any week of any year of any...you get the picture.<br /><br />Well to the actual plot of the film.<br /><br />Don't spoil the experience for yourself! Don't read the plot! Just go and watch a movie because there have been two reviews on IMDb so far that have raved mad about it, go see it because it is the funniest thing you would have seen in a long time, go and see it because it's a cinema experience that doesn't leave you grumbling ad nauseum at the cost of cinema tickets. Go see it because it is a good movie!,positive";Movie
Formula movie about the illegitimate son of a rich Chilenian who stands to inherit a fortune and gets mixed up in the affairs of bad guys and falls in love with a beautiful female lawyer (Vargas). It looks very much like a TV movie, not really exciting. The only reason I bothered to see it was because Valentina Vargas was in it. No real surprises here, though it is nice to see Vargas. Great looking Chilenian landscapes on display but Malcolm McDowell's part is very small and doesn't add much to the movie. Michael Ironside plays as usual a bad guy but this is not one of his most memorable parts. The chase scenes are standard fare.,negative;Movie
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.,negative";Movie
"VIVA LA BAM This ""Jackass"" spin off focuses on the (obviously scripted) adventures of Bam Margera and his pals (Johnny Knoxville, Brandon Dicamillo, etc). This show, while it has its fair share of gross-out comedy and crazy stunts, focuses mainly on Bam's torturing of his parents.<br /><br />I'm sorry to say this, Bam, but... you're in no way as cool as you think you are. This ego tripped show is not only painfully unfunny (and yes, I liked Jackass), but also narcissistic beyond belief. The overly stylized intro ends with Bam coolly explaining that he's going to do ""whatever the f***"" he wants to. How about you do something that is actually funny? I liked ""Jackass"" for what it was worth. The camera-work was horrible - any idiot could have made a better show with a camcorder in their parents' garage - but at least the show moved at a steady pace and never felt boring between the crazy, dangerous or simply disgusting stunts the pals performed.<br /><br />Not so with ""Viva la Bam"". We follow our hero around as he plays pranks on his friends and tortures his relatives, but never does it feel like anything else than really lame and scripted comedy. The stunts and pranks are mildly entertaining, but presented in such a tedious and dull fashion that they can barely make you smile.<br /><br />""Viva la Bam"" is a poor spin-off of that does little good but feed Margera's already too big ego. I don't recommend this lame and unimaginative show to anyone.,negative";Movie
"I had never heard of Larry Fessenden before but judging by this effort into writing and directing, he should keep his day job as a journeyman actor. Like many others on here, I don't know how to categorize this film, it wasn't scary or spooky so can't be called a horror, the plot was so wafer thin it can't be a drama, there was no suspense so it can't be a thriller, its just a bad film that you should only see if you were a fan of the Blair witch project. People who liked this film used words, like ""ambiguity"" and complex and subtle but they were reading into something that wasn't there. Like the Blair witch, people got scared because people assumed they should be scared and bought into some guff that it was terrifying. This movie actually started off well with the family ""meeting"" the locals after hitting a deer. It looked like being a modern day deliverance but then for the next 45 minutes, (well over half the film), nothing happened, the family potted about their holiday home which was all very nice and dandy but not the slightest bit entertaining. It was obvious the locals would be involved in some way at some stage but Essendon clearly has no idea how to build suspense in a movie. Finally, when something does happen, its not even clear how the father was shot, how he dies, (the nurse said his liver was only grazed), and all the time this wendigo spirit apparently tracks down the apparent shooter in a very clumsy way with 3rd grade special effects. The film is called Wendigo but no attempt is made to explain it in any clear way, the film ends all muddled and leaves you very unsatisfied, i would have bailed out with 15 minutes to go but I wanted to see if this movie could redeem itself. It didn't.,negative";Movie
"Schlocky '70s horror films...ya gotta love 'em. In contrast to today's boring slasher flicks, these K-tel specials actually do something scary and do not resort to a tired formula.<br /><br />This is a B movie about the making of a B movie...that went horribly wrong. Faith Domergue (This Island Earth) stars as an over-the-hill, B movie queen making a movie about a series of grisly murders that befell a family in their home. Her boyfriend/director, who looks and acts like Gordon Jump with an attitude, is filming on location and on a tight schedule. The Ken doll co-star discovers a book of Tibetian chants that they work into the script to add ""realism"". Unfortunately, ""realism"" is something they could have done without.<br /><br />John Carradine, having long since given up looking for the 17th gland (The Unearthly), now eeks out a humble existence as the caretaker for the estate. He goes about his daily work, but always seems to run afoul of the director.<br /><br />The horror builds slowly; a dead cat here, John Carradine entering a grave there, finally culminating in seven, yes seven murders. (At least there's truth in advertising.) It's just sad that the ghoul didn't understand that there was a movie being made above him. How was poor Faith to know that those darn Tibetian chants would actually work? Face it, you just can't go around tugging on Satan's coat and expect him to take it lying down.<br /><br />Sterno says perform an autopsy on The House of Seven Corpses.,negative";Movie
"I suppose for 1961 this film was supposed to be "" cool "" , but looking back now ( 45 years ) it's charm was just as silly as it's entertainment value ! Granted , the special effects do well on T.V. with the Series that started in 1964 , but for the BIG screen ?? I once had a fish tank that was equally as exciting ! I must agree about the Octopus scene near the end where it attached itself to the Seaview. Obviously not well staged...or trained ! Overall , it's pretty bad acting with shoddy special effects and I still do recommend it - for fun laughs sake. This was probably one of Irwin Allen's Biggest films and I think he thought a lot of it . Barabara Eden went on to play "" Genie "" on T.V. Micheal Ansara was her Husband . Now that is a cool part about this film ! I always enjoyed seeing real life Husband and Wife teams star in the same movie . Neat !,negative";Movie
"This is one of the finest films to come out of Hong Kong's 'New Wave' that began with Tsui Hark's ""ZU: Warriors of Magic Mountain"". Tsui set a tone for the New Wave's approach to the martial arts film that pretty much all the directors of the New Wave (Jackie Chan, Sammo Hung, Wong Jing, Ching Siu Tung, etc.) accepted from then on as a given; namely, the approach to such films thenceforth would need more than a touch of irony, if not outright comedy. ""Burning Paradise"" put a stop to all that, and with a vengeance.<br /><br />It's not that there isn't humor here; but it is a purely human humor, as with the aged Buddhist priest at the beginning who somehow manages a quick feel of the nubile young prostitute while hiding in a bundle of straw. But this is just as humans are, not even Buddhist priests can be saints all the time.<br /><br />When irony is at last introduced into the film, it is the nastiest possible, emanating from the 'abbot' of Red Lotus Temple, who is a study in pure nihilism such as has never been recorded on film before. He is the very incarnation of Milton's Satan from ""Paradise Lost"": ""Better to rule in Hell than serve in heaven!"" And if he can't get to Satan's hell soon enough, he'll turn the world around him into a living hell he can rule.<br /><br />That's the motif underscoring the brutal violence of much of the imagery here: It's not that the Abbot just wants to kill people; he wants them to despair, to feel utterly hopeless, to accept his nihilism as all-encompassing reality. Thus there's a definite sense pervading the Red Temple scenes that there just might not be any other reality outside of the Temple itself - it has become all there is to the universe, and the Abbot, claiming mastery of infinite power, is in charge.<br /><br />Of course, fortunately, the film doesn't end there. Though there are losses, the human will to be just ordinarily human at last prevails. (If you want to know how, see the film!) Yet there is no doubt that, in viewing this film, we visit hell. Hopefully, we do not witness our own afterlives; but we certainly feel chastened by the experience - and somehow better for it over all.,positive";Movie
Now I don't hate cheap movies. I just don't see why you should waste any money for a movie you could shoot with your dad's camcorder. If I rent a movie, I want it to be a MOVIE, not a bunch of people thinking it would be a good idea to waste some MiniDV - Tapes.<br /><br />Maybe I hate this one so much because the guy in the video store said it was great, and it wasn't. Maybe I hate it because it's cheap, has the dumbest plot EVER, the most unrealistic characters EVER and the really, really, really WORST SHOWDOWN in the history of films EVER. Even Tom Savini can't save this.<br /><br />Seriously, this one is a complete waste of time.,negative;Movie
"A fabulous book about a fox and his family who does what foxs do. that being stealing from farms and killing prey. until a trio of farmers decide they've had enough of this fox and try in various ways to have the problem ""solved"". They are of course ""out foxed"" at every turn and while the trio are camped out at the fox hole the family perform raids against the three farmers land.<br /><br />The""film"" version ,and I use the term film very loosely, is more of a god awful pastiche of American heist movies particularly the Oceans movies. They they even have George clooney as Mr fox to to add to the insult and manage to miss the point of the story quite completely. So kudos to them .They'll make lots of money and destroy another classic Roald Dahl children book.,negative";Movie
"As soon as it hits a screen, it destroys all intelligent life forms around ! But on behalf of its producers I must say it doesn't fall into any known movie category, it deserves a brand new denomination of its own ! It's a ""Neurological drama"" ! It saddens and depresses every single neuron inside a person's brain.<br /><br />It's the closest thing one will ever get to a stroke without actually suffering one. It drives you speechless, all you members go numb, your mouth falls open and remains so, and the most strange symptom of all is that you get yourself wishing to go blind and deaf.<br /><br />No small feat for such a sort of a ""movie"".<br /><br />The only word that comes to my mind just having finished my ordeal is OUTRAGE !!!!!!,negative";Movie
For a film made in Senegal, based, I guess loosely on Carmen, the book, by Prosper Merimee, this film doesn't achieve a mere resemblance of the story that has been made famous as an opera and as other films.<br /><br />Ms. Gai as the Karmen of the title is very good to look at. Her fiery dancing smolders the screen, as is the case with her torrid love scene at the beginning of the film.<br /><br />This is a Karmen that aims to please to all genders, but a real Carmen, she is not!<br /><br />We would like to see Ms. Gai in other films in which her talent is better used than here.,negative;Movie
"This is a very noir kind of episode. It begins with Jim returning from a weekend trip with a new girlfriend, the recently divorced Karen Mills (Pat Delaney--daughter in law of John Huston, who knew a few things about noir film) and her daughter. When they arrive, Karen goes in the house while Jim picks up her daughter from the back seat and carries her up to her room. He then discovers Karen has disappeared without a trace. Of course he calls Dennis and when the police arrive, they see no sign of Karen, but find her next door neighbor murdered in the bushes. So of course that makes Jim an immediate suspect.<br /><br />This is a great little mystery and the first half of the story is shown by Rocky asking Jim to go over the story once again. Rocky suggests that by Jim telling him the story he might remember a little detail that he didn't think was important at the time, but now might lead to a clue as to what happened. It's a really well written scene and completes the transition of the Rocky character from a grifter to a concerned parent. It also goes a long way to show that Rocky isn't just some clueless old man either. As he says ""You come to me because I'm your father. And I'm smarter than you!"" This is one of those times where we see where Jim got his smarts.<br /><br />This episode also features an appearance by hottie Lara Parker, who played Angelique in the ""Dark Shadows"" series and went on to play Laura Banner, Bruce's wife in the ""Incredible Hulk"" series a few years later. She looks terrific here.<br /><br />This episode also marks the first mention of the Minette crime family, a name that would keep popping up on the Rockford Files almost whenever they needed a mob family. This time, its Vincent Minette who Rockford helps apprehend.<br /><br />Lt. Diehl (Tom Atkins) makes his first appearance on the series and Dennis is quietly demoted from a police lieutenant that he was on the earlier season one episodes to a police Sargent. I guess they figured it would be better to have Dennis less powerful and add some conflict between Jim and the police. Frankly, they were right, though I prefer the later Lt. Chapman to Lt. Diehl. <br /><br />Not a lot of the typical ""Rockford"" humor in this episode, but a good mystery with a lot of heart.,positive";Movie
The Royal Rumble has traditionally been one of my favourite events, and i've been a wrestling fan for a good few years now. The other shows may have better matches, but i've always found the actual rumble match to be full of excitement.<br /><br />I'm not going to reveal the winners of any match as i don't see it as fair to ruin the results on a review. I will comment on the quality of them though.<br /><br />We have the standard 4 matches, and then the big rumble event. Two from Smackdown and two from Raw.<br /><br />Shawn Michaels and Edge open up for Raw. This proves to be a good match from two talented guys. This is a match i'd recommend watching. It's hard to sum up without giving away the winner.<br /><br />Next we have the usual Undertaker against some big nasty monster, be whoever it is. Giant Gonzales, Yokozuna, Kamala... well this time it's Heidenreich. Its also a casket match. Typical Undertaker fare. Watch if you're a fan. I have to admit i am, purely for the entertainment factor. It can hardly be regarded as a classic wrestling match.<br /><br />The next two matches are the title matches. For once Smackdown manages to upstage Raw. Their title match is pretty thrilling and enjoyable, but with a anti-climax and let down to end it. Raw's match is a pretty dull and boring affair, which is a pity as i'm a fan of both guys involved.<br /><br />Now to the main reason i love the event, the rumble. It's a pretty good one this year. Coming up to the event we all had a pretty good idea of who might win, and it may not prove a big surprise, but hey, its very enjoyable. There are the usual diverse ways of people being eliminated. There is the token guy who doesn't make it to the ring, the entrant who is ridiculous and we all want to see vanquished, and someone gets eliminated by a previously eliminated combatant. It has its usual highs and lows, and i loved the ending, in particular the Vince McMahon entrance.<br /><br />I'd recommend this show. Not the WWE on top form, but its still good. Add it to your collection.,positive;Movie
"I remember this in a similar vein to the Young Ones. We'd stumble back from the pub and watch this or tape it and then spend weeks replaying the lines to each other.<br /><br />We called one of our mates ""Zipmole Watkins"" after the brilliant episode in which Daniel Peacock has a bit of 'restyling' on his nose by the Back Street Abortionist.<br /><br />Lots of great lines ""Remember at 5:30 in the morning you can only get white bread from a brown man. Take it easy guy!"" - Gandhi as a local shopkeeper.<br /><br />Tony woodcock was definitely on there in the episode they were teaching Ralph (Daniel Peacock) to be a barman ""It's no good Amanda I'll never make it as a bar man"" Helen Lederer teaches him to ask people about the match ""See the match last night? I thought Woodcock played well"" After a string of failed conversations the curly haired Arsenal star was sitting at the bar: ""See the match last night?"" ""Yeah. I thought I played well""<br /><br />We still do odd stupid lines now - ""Reg and Ralph..... or....... Ralph and Reg. Reg, Reg... Reg Reg Reg Reg""<br /><br />Lots of very surreal silly moments and very surreal songs from the Flatlets - The Back Street Abortionist a personal favourite with the great ending line - ""And he'll mark your packages 'Return To Sender""<br /><br />Good old Danny Peacock - you added a lot to some young drinkers' evenings sir.<br /><br />**Update - I found a couple of episodes on tape - I'm going to upload the Gandhi sketch to Youtube **,positive";Movie
Destined to be a classic before it was even conceptualized. This game deserves all the recognition it deserves. At a time when first-person shooters like Quake III Arena and Unreal Tournament are garnering all the attention of computer gamers, graphic adventures are a dying breed. With great pun and humour, The Curse of Monkey Island is a game that people of all age groups would enjoy. Life can only improve after playing The Curse of Monkey Island. *prediction* the sequel Escape from Monkey Island is already destined to be a classic too. I guarantee it.,positive;Movie
Stephane Audran is the eponymous heroine of this beautifully measured study of a small Danish community towards the end of the last century. Two beautiful and musically talented sisters give-up their own prospects of happiness and marriage in order to look-after their ageing father. One day, a French woman, Babette, comes to work for them. After some years she wins the lottery and is determined to do something for the sisters who have taken her in. Her solution is to prepare an exquisite and sumptuous feast, which changes the lives of all those invited. This is a film about human and cultural interaction, reflected in the changing language of the dialogue from Danish to French, and especially between the dutiful sobriety of Protestant northern Europe and the sensuousness of the Catholic south. It is also about human needs, and how warmth and kindness can be expressed and stimulated through the cultivation of the senses. A profoundly uplifting film.,positive;Movie
"This movie was way over-hyped. A lot of the viewers, who thought this was ""amazing"" must have been into the old school movies, cause the whole movie is set in the past. At first I thought the movie was just showing something from the past, so I was expecting that faded dreamy like lighting on the characters to pass, but it just going. Basically this was a movie trying to mix the future with the past, and the 2 don't mix very well in this movie, even with special effects. You could actually see the blue screen the actors were working with. There are too many movies out there that do exactly what this movie did, so there is no reason for critics to hype this movie up saying ""it's the greatest movie ever done"". It's just crap on a stick. It also didn't help that the story line was sooo crappy. I don't understand why Hollywood agreed to have this movie produced, and I also don't understand how actors/actresses in this movie are willing to be in a movie like this. It's almost as though everybody read the script and forgot to read the fine print...""It will all be done on a computer"". This was a movie that should have been on a movie network, because nothing about this movie was revolutionary. I'm very upset with myself for paying money to see this. Whatever you do, don't waste your time and money on this movie today or tomorrow.,negative";Movie
It is incredible that there were two films with the same story released in 2005. This one came out a day before that other one with Tom Cruise. Didn't they do that with Truman Capote the same year, and the Zodiac killer last year? Interesting.<br /><br />Writer/Director David Michael Latt didn't have Steven Spielberg's budget and C. Thomas Howell is not Tom Cruise. This is a pale imitation of the blockbuster that grossed $588 million worldwide.<br /><br />The action was minimal and most of the time we were treated to the whining of Rhett Giles, who played a pastor that was giving up on his god.<br /><br />Gary Busey was creepy as an army LT.,negative;Movie
"I dunno sometimes...you try and try and try to be charitable towards all the B thru Z grade movies out there, but once in a while a particular movie just tests your patience until you want to slap everyone involved. ""Bat People"" (which I saw under the title ""It Lives By Night"") is just such a movie. You can't watch this without thinking that it really should have been an episode on ""Night Gallery"", and not one of the better ones, either. <br /><br />The movie has something to do with a doctor who gets bitten by a bat and consequently starts to morph into a Were-Bat who drinks human blood. (Actually, you'd think if he was turning into a real bat, he'd be eating mosquitoes by the gallon bucket, but because this is a cheap, lurid horror movie, blood's the word.) In spite of the fact that he has grand-mal seizures at the drop of a hat, and black-out episodes almost every night, his friend and fellow physician, Dr. Mustache Aspen-Extreme, insists that he's just having an 'allergic reaction' to the rabies shots. Meanwhile, the world's most obnoxious and stereotyped county sheriff suspects the doc of being responsible for the brutal murder and exsanguination of several local girls (and one wino). Also meanwhile, the doctor's wife decides that denial IS a river in Egypt and alternately patronizes him and nags him to distraction. <br /><br />It's not so much that the acting is bad - you can tell that the actors are making professional level choices, and are trying to bring some juice and life to the script, even the guy who plays the sheriff. (Okay, it IS pretty bad, but it's bad in a clichéd, wooden, professional way). It's just that everything about the acting, the way the scenes are paced, the costumes, the dialog, the script and the story line in general sets your teeth on edge and makes you want to, well, slap everyone involved.<br /><br />I think the movie had an outside chance at being a spooky, unsettling little cult favorite, BUT:<br /><br />1)The director needed to beat Michael Pataki, an experienced character actor, with a chair until Pataki agreed to ACT, and not just channel Dennis Weaver. <br /><br />2)He also needed to find a script that made a little more sense with regard to the whole ""Bat Bites Human, Who Then Turns Into A Bat"" scenario. <br /><br />3) He also needed the actor who played the doctor to find a little more physically believable bit of stage business for his 'episodes', instead of resorting to ""Man Has A Seizure"" page from the Little Golden Book of Clichéd Acting Mannerisms. <br /><br />4) He needed to rework the whole 'wife' character, make her both more intelligent, less shrill and waaaaay more observant. <br /><br />I would never voluntarily watch this film again, except with the help of Mike and the Bots. It's bad, but it isn't bad in a silly, humorous or interesting way. Still better than ""Battlefield Earth"" or ""Waterworld"", though.,negative";Movie
"Big Fat Liar is what you get when you combine terrific writing, great production, and an emphasis on clever ideas over adolescent pap. The two stars work great together, and--what can I say? Amanda Bynes shines. Putting ""Irkel"" and Lee Majors in the film were brilliant touches. Watch this film with your kids. If you don't laugh throughout it, you must not have been paying attention.,positive";Movie
Tim Robbins and John Cusack are two actors I have appreciated throughout their careers, and that was the only reason for choosing to watch this movie. Well, all I can say is I totally regretted it! These two great actors humiliate themselves all the way through by performing a number of irrelevant, unimaginative and kitch to the extreme (not that this is bad on its own)sketches that are supposed to make people laugh, but fail to do so. The only reason I can think is that the director was their friend, and they decided to support his movie by starring in it-I can't think of anything else because this movie is SO cheap! Fortunately Tim Robbins and John Cusack haven't disappointed me ever since. I would recommend you to avoid this film, unless you want your opinion about the two actors spoiled.,negative;Movie
On watching this film, I was amazed at how media perception can mould a persons opinion of a celebrity. Karen Carpenter was a carefree, but very unconfident young lady, whose wonderful voice helped her and her brother Richard to soar the charts with wonderful songs. As with all celebrities of today, they were often criticised about their music as well as their looks, styles, etc. THis had a huge effect on Karen who raged a battle against her eating and drastically lost weight, which eventually caused her death. This heart felt film was not initially something which I would have thought of watching. But on starting to view it, then I was hooked. In the same way that the Tina Turner story does, then this film enlightens you and allows you to see into the young performers life. The acting was superb and even after nearly 20 years after it was made, then the directional and the dialogue are still entertaining.<br /><br />I would recommend this to anyone who hasn't yet watched it. It is amazingly accurate and emotionally charged.,positive;Movie
"Nothing is sacred. Just ask Ernie Fosselius. These days, everybody has a video camera, and a movie is hardly out before the spoofs start flying, quickly written and shot, and often posted directly to the internet. Spoofs are hot these days, and we go out of our way to make sure filmmakers don't get off on their own self-importance. 25 years ago, when the first Star Wars was made, it was a different world. Filmmaking was the playground of a select few and spoofs were very rare. Then God gave us Hardware Wars. It was shot to look cheap (or was it just cheap?) and the audio was obviously recorded after the fact. Does that take away from the experience? HECK NO! That's what makes it so great! It was raw and unpolished, and hit relentlessly on some of the more pretentious moments of the original movie. From Fluke Starbucker waving around a flashlight instead of a lightsaber (I did that when I was young!) to Chewchilla the Wookie Monster, to Auggie Ben Doggie's ""nah, just a little headache"" remark, this film short is as much a part of the phenomenon as any of the actual Star Wars films. Rent it. Buy it. Borrow it from a friend. And may the Farce be with you. Always.,positive";Movie
I hated it. I hate self-aware pretentious inanity that masquerades as art. This film is either stupidly inane or inanely stupid. After the first half hour, I fastfowarded through the DVD version, and saw the same juvenile shennanigans over and over and over. I became angered that I had spent hard-earned money for sophomoric clap-trap. Tinting drivel in sepia or blue does not make something a movie, let alone art.,negative;Movie
"I usually try to be professional and constructive when I criticize movies, but my GOD!!! This was THE worst movie I have ever seen. Bad acting, bad effects, bad script, bad everything! <br /><br />The plot follows a group of teen cliche's on their way to a rave (that takes place in broad daylight) at a remote island. However, when the group arrives, all they find is an empty dance floor and bloody clothes. Determined to find out what happened to the rest of the party-goers, the clan set's off on a mission through a zombie-infested forest. During this crusade, they are aided by a police chick and a sea captain that just happens to have the right number of weapons to give to each of the kids. They also meet up with Jonathan Cherry and some other survivors. Basically the rest of the movie is a collection of poorly directed action sequences including a far too long shootout outside of the ""house of the dead."" This fight came complete with cheesy Hollywood violence, redundant clips from the HOTD video game, and sloppy matrix-esque camera rotations. One of the character's even volunteers to sacrifice himself to save the others. Why? Not because he was noble and brave, but because part of his face got scarred by acid a zombie spat on him after he continued to beat the creature long after it had been disabled! I'm supposed to feel sorry for this guy?!?<br /><br />To sum it all up, there is absolutely no point in seeing this movie unless you want to see for yourself just how terrible it is. The theater I was in was more dead than the zombies on the screen, and I'm sure the money I wasted seeing this piece of sh*t could easily cover the costs it took to make it. GRADE: F,negative";Movie
